시군명,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부,addr,x,y,lng,lat
의정부시,승윤노블리안시티,의정부동,377-2,2016-03-14,19,1,219,Y,경기도 의정부시 의정부동 377-2,960147.259611747,1970318.69723548,127.04772705347546,37.731611683177825
의정부시,시민주상복합,의정부동,44834,2010-10-20,15,1,49,N,경기도 의정부시 의정부동 44834,,,,
의정부시,신곡 신성(2차),신곡동,482,1994-05-25,15,1,147,N,경기도 의정부시 신곡동 482,961296.020125228,1971316.02113237,127.06071041432503,37.74064989851362
의정부시,신곡 신일2차,신곡동,451-6,1998-12-21,20,1,119,N,경기도 의정부시 신곡동 451-6,961507.392222674,1970843.62240145,127.06313444206572,37.73640106669652
의정부시,신곡 클래식,신곡동,519-21,1989-06-10,5,2,84,N,경기도 의정부시 신곡동 519-21,961498.019197398,1971817.75078169,127.06297645166505,37.74518052572659
의정부시,신곡2차성원,신곡동,473-2,1998-01-09,24,3,377,Y,경기도 의정부시 신곡동 473-2,961226.347684952,1971191.15806548,127.05992631708351,37.73952155396318
의정부시,신곡건영,신곡동,471,1999-06-05,25,5,832,Y,경기도 의정부시 신곡동 471,961452.297720211,1971207.44833712,127.06248987462601,37.739677924974984
의정부시,신곡극동동성,신곡동,669,1995-06-19,18,10,1188,Y,경기도 의정부시 신곡동 669,961146.421072644,1971860.22825578,127.0589834111815,37.745548511881736
의정부시,신곡극동클래스,신곡동,167-20,2006-01-26,24,6,447,Y,경기도 의정부시 신곡동 167-20,962170.819084295,1971059.87711346,127.07065244450455,37.73837784492384
의정부시,신곡대우,신곡동,167-1,2000-03-30,24,7,466,Y,경기도 의정부시 신곡동 167-1,962292.062339627,1971058.22707899,127.0720285620239,37.73836797710261
의정부시,신곡동신아파트,신곡동,682,1993-09-07,15,6,462,Y,경기도 의정부시 신곡동 682,960839.344599432,1971396.23893789,127.05552297317374,37.74135347316019
의정부시,신곡부용,신곡동,681-2,1994-10-10,15,2,210,Y,경기도 의정부시 신곡동 681-2,960818.734771731,1971570.74028664,127.05527964624603,37.74292537565343
의정부시,신곡삼부,신곡동,687,1994-07-30,16,2,184,Y,경기도 의정부시 신곡동 687,961081.572710924,1971336.79923509,127.05827539278926,37.740828076300964
의정부시,신곡삼환,신곡동,685-1,1994-05-07,17,4,300,Y,경기도 의정부시 신곡동 685-1,961197.980642102,1971650.6214049,127.05957982917114,37.74366150830204
의정부시,신곡성원1차,신곡동,169-20,1993-10-23,17,5,525,Y,경기도 의정부시 신곡동 169-20,962356.695214644,1970947.97447232,127.07276781379879,37.73737692571194
의정부시,신곡신동아파밀리에,신곡동,580,2004-09-18,25,7,547,Y,경기도 의정부시 신곡동 580,960904.777857186,1971146.85098632,127.05627904359329,37.739108530707895
의정부시,신곡신성벽산,신곡동,685,1993-11-26,18,7,660,Y,경기도 의정부시 신곡동 685,961292.36758296,1971717.39716828,127.06064757628826,37.74426735816239
의정부시,신곡신일1차,신곡동,456,1997-12-19,20,7,452,Y,경기도 의정부시 신곡동 456,961447.602625516,1970861.60296102,127.0624549341912,37.73656060946772
의정부시,신곡은하수,신곡동,684,1994-10-27,16,10,816,Y,경기도 의정부시 신곡동 684,961043.481343492,1971427.3694997,127.0578382113772,37.74164276772441
의정부시,신곡주공3단지,신곡동,34213,2005-08-31,18,2,322,N,경기도 의정부시 신곡동 34213,,,,
의정부시,신곡주공4단지,신곡동,754,2001-10-30,25,10,957,Y,경기도 의정부시 신곡동 754,961116.038208563,1971070.14467762,127.05868083436741,37.73842617559209
의정부시,신곡추동아파트,신곡동,687-1,1994-09-27,15,3,594,Y,경기도 의정부시 신곡동 687-1,961067.032086644,1971212.97230188,127.05811699546258,37.73971140186559
의정부시,신곡현대,신곡동,164-1,1990-12-10,15,2,408,Y,경기도 의정부시 신곡동 164-1,962201.169247329,1970943.7073667,127.07100294117168,37.73733205542132
의정부시,신곡효자벽산,신곡동,486-13,1994-06-14,24,2,297,Y,경기도 의정부시 신곡동 486-13,961422.596538706,1971373.14222012,127.06214398352891,37.74117007801446
의정부시,신도101,호원동,448-1,2000-07-25,20,1,140,N,경기도 의정부시 호원동 448-1,960059.918699657,1968550.63744479,127.04683298450793,37.71567227987479
의정부시,신도10차파크힐타운,용현동,290-1,2001-10-18,21,6,613,Y,경기도 의정부시 용현동 290-1,963109.666193173,1971172.53696285,127.08130203687685,37.73943158411465
의정부시,신도2차,의정부동,396-1,1995-10-17,19,2,297,Y,경기도 의정부시 의정부동 396-1,960291.27446488,1970089.25563616,127.04937390644025,37.72954997722046
의정부시,신도3차,의정부동,397-12,1995-11-18,19,2,197,Y,경기도 의정부시 의정부동 397-12,960427.727563652,1970028.61217487,127.05092567262434,37.729009304420984
의정부시,신도브래뉴,용현동,291-1,2006-01-31,23,10,734,Y,경기도 의정부시 용현동 291-1,963353.478825176,1971206.74963997,127.08406746931627,37.73974974176826
